"","categories.allowed","total.counts","file.name","total.filecounts","rel.filecount","strain","recording"
"1","flat",2,"T0000083",6,0.333333333333333,"SD","MomAlone"
"2","flat-z",0,"T0000083",6,0,"SD","MomAlone"
"3","flat-mz",0,"T0000083",6,0,"SD","MomAlone"
"4","short",3,"T0000083",6,0.5,"SD","MomAlone"
"5","short-su",0,"T0000083",6,0,"SD","MomAlone"
"6","short-sd",0,"T0000083",6,0,"SD","MomAlone"
"7","short-ur",0,"T0000083",6,0,"SD","MomAlone"
"8","short-dr",0,"T0000083",6,0,"SD","MomAlone"
"9","short-c",0,"T0000083",6,0,"SD","MomAlone"
"10","complex",0,"T0000083",6,0,"SD","MomAlone"
"11","upward ramp",0,"T0000083",6,0,"SD","MomAlone"
"12","downward ramp",0,"T0000083",6,0,"SD","MomAlone"
"13","step up",0,"T0000083",6,0,"SD","MomAlone"
"14","step down",0,"T0000083",6,0,"SD","MomAlone"
"15","multi-step",0,"T0000083",6,0,"SD","MomAlone"
"16","multi-step-s",0,"T0000083",6,0,"SD","MomAlone"
"17","trill",0,"T0000083",6,0,"SD","MomAlone"
"18","trill-c",0,"T0000083",6,0,"SD","MomAlone"
"19","trill-f",1,"T0000083",6,0.166666666666667,"SD","MomAlone"
"20","inverted-U",0,"T0000083",6,0,"SD","MomAlone"
"21","unclear",0,"T0000083",6,0,"SD","MomAlone"
"22","flat",0,"T0000084",19,0,"SD","PupsSep"
"23","flat-z",0,"T0000084",19,0,"SD","PupsSep"
"24","flat-mz",0,"T0000084",19,0,"SD","PupsSep"
"25","short",14,"T0000084",19,0.736842105263158,"SD","PupsSep"
"26","short-su",0,"T0000084",19,0,"SD","PupsSep"
"27","short-sd",0,"T0000084",19,0,"SD","PupsSep"
"28","short-ur",2,"T0000084",19,0.105263157894737,"SD","PupsSep"
"29","short-dr",0,"T0000084",19,0,"SD","PupsSep"
"30","short-c",0,"T0000084",19,0,"SD","PupsSep"
"31","complex",0,"T0000084",19,0,"SD","PupsSep"
"32","upward ramp",0,"T0000084",19,0,"SD","PupsSep"
"33","downward ramp",0,"T0000084",19,0,"SD","PupsSep"
"34","step up",0,"T0000084",19,0,"SD","PupsSep"
"35","step down",0,"T0000084",19,0,"SD","PupsSep"
"36","multi-step",0,"T0000084",19,0,"SD","PupsSep"
"37","multi-step-s",0,"T0000084",19,0,"SD","PupsSep"
"38","trill",0,"T0000084",19,0,"SD","PupsSep"
"39","trill-c",0,"T0000084",19,0,"SD","PupsSep"
"40","trill-f",0,"T0000084",19,0,"SD","PupsSep"
"41","inverted-U",0,"T0000084",19,0,"SD","PupsSep"
"42","unclear",3,"T0000084",19,0.157894736842105,"SD","PupsSep"
"43","flat",2428,"T0000085",3300,0.735757575757576,"SD","MBT"
"44","flat-z",392,"T0000085",3300,0.118787878787879,"SD","MBT"
"45","flat-mz",118,"T0000085",3300,0.0357575757575758,"SD","MBT"
"46","short",243,"T0000085",3300,0.0736363636363636,"SD","MBT"
"47","short-su",1,"T0000085",3300,0.000303030303030303,"SD","MBT"
"48","short-sd",0,"T0000085",3300,0,"SD","MBT"
"49","short-ur",7,"T0000085",3300,0.00212121212121212,"SD","MBT"
"50","short-dr",2,"T0000085",3300,0.000606060606060606,"SD","MBT"
"51","short-c",4,"T0000085",3300,0.00121212121212121,"SD","MBT"
"52","complex",41,"T0000085",3300,0.0124242424242424,"SD","MBT"
"53","upward ramp",11,"T0000085",3300,0.00333333333333333,"SD","MBT"
"54","downward ramp",2,"T0000085",3300,0.000606060606060606,"SD","MBT"
"55","step up",16,"T0000085",3300,0.00484848484848485,"SD","MBT"
"56","step down",20,"T0000085",3300,0.00606060606060606,"SD","MBT"
"57","multi-step",1,"T0000085",3300,0.000303030303030303,"SD","MBT"
"58","multi-step-s",0,"T0000085",3300,0,"SD","MBT"
"59","trill",1,"T0000085",3300,0.000303030303030303,"SD","MBT"
"60","trill-c",0,"T0000085",3300,0,"SD","MBT"
"61","trill-f",0,"T0000085",3300,0,"SD","MBT"
"62","inverted-U",0,"T0000085",3300,0,"SD","MBT"
"63","unclear",13,"T0000085",3300,0.00393939393939394,"SD","MBT"
"64","flat",286,"T0000087",486,0.588477366255144,"SD","Fpupiso"
"65","flat-z",83,"T0000087",486,0.170781893004115,"SD","Fpupiso"
"66","flat-mz",95,"T0000087",486,0.195473251028807,"SD","Fpupiso"
"67","short",18,"T0000087",486,0.037037037037037,"SD","Fpupiso"
"68","short-su",0,"T0000087",486,0,"SD","Fpupiso"
"69","short-sd",0,"T0000087",486,0,"SD","Fpupiso"
"70","short-ur",0,"T0000087",486,0,"SD","Fpupiso"
"71","short-dr",0,"T0000087",486,0,"SD","Fpupiso"
"72","short-c",0,"T0000087",486,0,"SD","Fpupiso"
"73","complex",2,"T0000087",486,0.00411522633744856,"SD","Fpupiso"
"74","upward ramp",2,"T0000087",486,0.00411522633744856,"SD","Fpupiso"
"75","downward ramp",0,"T0000087",486,0,"SD","Fpupiso"
"76","step up",0,"T0000087",486,0,"SD","Fpupiso"
"77","step down",0,"T0000087",486,0,"SD","Fpupiso"
"78","multi-step",0,"T0000087",486,0,"SD","Fpupiso"
"79","multi-step-s",0,"T0000087",486,0,"SD","Fpupiso"
"80","trill",0,"T0000087",486,0,"SD","Fpupiso"
"81","trill-c",0,"T0000087",486,0,"SD","Fpupiso"
"82","trill-f",0,"T0000087",486,0,"SD","Fpupiso"
"83","inverted-U",0,"T0000087",486,0,"SD","Fpupiso"
"84","unclear",0,"T0000087",486,0,"SD","Fpupiso"
"85","flat",105,"T0000088",141,0.74468085106383,"SD","Mpupiso"
"86","flat-z",29,"T0000088",141,0.205673758865248,"SD","Mpupiso"
"87","flat-mz",7,"T0000088",141,0.049645390070922,"SD","Mpupiso"
"88","short",0,"T0000088",141,0,"SD","Mpupiso"
"89","short-su",0,"T0000088",141,0,"SD","Mpupiso"
"90","short-sd",0,"T0000088",141,0,"SD","Mpupiso"
"91","short-ur",0,"T0000088",141,0,"SD","Mpupiso"
"92","short-dr",0,"T0000088",141,0,"SD","Mpupiso"
"93","short-c",0,"T0000088",141,0,"SD","Mpupiso"
"94","complex",0,"T0000088",141,0,"SD","Mpupiso"
"95","upward ramp",0,"T0000088",141,0,"SD","Mpupiso"
"96","downward ramp",0,"T0000088",141,0,"SD","Mpupiso"
"97","step up",0,"T0000088",141,0,"SD","Mpupiso"
"98","step down",0,"T0000088",141,0,"SD","Mpupiso"
"99","multi-step",0,"T0000088",141,0,"SD","Mpupiso"
"100","multi-step-s",0,"T0000088",141,0,"SD","Mpupiso"
"101","trill",0,"T0000088",141,0,"SD","Mpupiso"
"102","trill-c",0,"T0000088",141,0,"SD","Mpupiso"
"103","trill-f",0,"T0000088",141,0,"SD","Mpupiso"
"104","inverted-U",0,"T0000088",141,0,"SD","Mpupiso"
"105","unclear",0,"T0000088",141,0,"SD","Mpupiso"
"106","flat",0,"T0000089",8,0,"WK","MomAlone"
"107","flat-z",1,"T0000089",8,0.125,"WK","MomAlone"
"108","flat-mz",0,"T0000089",8,0,"WK","MomAlone"
"109","short",5,"T0000089",8,0.625,"WK","MomAlone"
"110","short-su",0,"T0000089",8,0,"WK","MomAlone"
"111","short-sd",0,"T0000089",8,0,"WK","MomAlone"
"112","short-ur",0,"T0000089",8,0,"WK","MomAlone"
"113","short-dr",0,"T0000089",8,0,"WK","MomAlone"
"114","short-c",0,"T0000089",8,0,"WK","MomAlone"
"115","complex",0,"T0000089",8,0,"WK","MomAlone"
"116","upward ramp",0,"T0000089",8,0,"WK","MomAlone"
"117","downward ramp",0,"T0000089",8,0,"WK","MomAlone"
"118","step up",0,"T0000089",8,0,"WK","MomAlone"
"119","step down",0,"T0000089",8,0,"WK","MomAlone"
"120","multi-step",0,"T0000089",8,0,"WK","MomAlone"
"121","multi-step-s",0,"T0000089",8,0,"WK","MomAlone"
"122","trill",0,"T0000089",8,0,"WK","MomAlone"
"123","trill-c",0,"T0000089",8,0,"WK","MomAlone"
"124","trill-f",0,"T0000089",8,0,"WK","MomAlone"
"125","inverted-U",0,"T0000089",8,0,"WK","MomAlone"
"126","unclear",2,"T0000089",8,0.25,"WK","MomAlone"
"127","flat",0,"T0000090",4,0,"WK","PupsSep"
"128","flat-z",0,"T0000090",4,0,"WK","PupsSep"
"129","flat-mz",0,"T0000090",4,0,"WK","PupsSep"
"130","short",4,"T0000090",4,1,"WK","PupsSep"
"131","short-su",0,"T0000090",4,0,"WK","PupsSep"
"132","short-sd",0,"T0000090",4,0,"WK","PupsSep"
"133","short-ur",0,"T0000090",4,0,"WK","PupsSep"
"134","short-dr",0,"T0000090",4,0,"WK","PupsSep"
"135","short-c",0,"T0000090",4,0,"WK","PupsSep"
"136","complex",0,"T0000090",4,0,"WK","PupsSep"
"137","upward ramp",0,"T0000090",4,0,"WK","PupsSep"
"138","downward ramp",0,"T0000090",4,0,"WK","PupsSep"
"139","step up",0,"T0000090",4,0,"WK","PupsSep"
"140","step down",0,"T0000090",4,0,"WK","PupsSep"
"141","multi-step",0,"T0000090",4,0,"WK","PupsSep"
"142","multi-step-s",0,"T0000090",4,0,"WK","PupsSep"
"143","trill",0,"T0000090",4,0,"WK","PupsSep"
"144","trill-c",0,"T0000090",4,0,"WK","PupsSep"
"145","trill-f",0,"T0000090",4,0,"WK","PupsSep"
"146","inverted-U",0,"T0000090",4,0,"WK","PupsSep"
"147","unclear",0,"T0000090",4,0,"WK","PupsSep"
"148","flat",265,"T0000091",645,0.410852713178295,"WK","MBT"
"149","flat-z",23,"T0000091",645,0.0356589147286822,"WK","MBT"
"150","flat-mz",12,"T0000091",645,0.0186046511627907,"WK","MBT"
"151","short",157,"T0000091",645,0.243410852713178,"WK","MBT"
"152","short-su",2,"T0000091",645,0.00310077519379845,"WK","MBT"
"153","short-sd",2,"T0000091",645,0.00310077519379845,"WK","MBT"
"154","short-ur",11,"T0000091",645,0.0170542635658915,"WK","MBT"
"155","short-dr",3,"T0000091",645,0.00465116279069767,"WK","MBT"
"156","short-c",20,"T0000091",645,0.0310077519379845,"WK","MBT"
"157","complex",18,"T0000091",645,0.027906976744186,"WK","MBT"
"158","upward ramp",3,"T0000091",645,0.00465116279069767,"WK","MBT"
"159","downward ramp",0,"T0000091",645,0,"WK","MBT"
"160","step up",14,"T0000091",645,0.0217054263565891,"WK","MBT"
"161","step down",6,"T0000091",645,0.00930232558139535,"WK","MBT"
"162","multi-step",2,"T0000091",645,0.00310077519379845,"WK","MBT"
"163","multi-step-s",0,"T0000091",645,0,"WK","MBT"
"164","trill",65,"T0000091",645,0.10077519379845,"WK","MBT"
"165","trill-c",22,"T0000091",645,0.0341085271317829,"WK","MBT"
"166","trill-f",2,"T0000091",645,0.00310077519379845,"WK","MBT"
"167","inverted-U",3,"T0000091",645,0.00465116279069767,"WK","MBT"
"168","unclear",15,"T0000091",645,0.0232558139534884,"WK","MBT"
"169","flat",24,"T0000092",47,0.51063829787234,"WK","Fpupiso"
"170","flat-z",16,"T0000092",47,0.340425531914894,"WK","Fpupiso"
"171","flat-mz",3,"T0000092",47,0.0638297872340425,"WK","Fpupiso"
"172","short",2,"T0000092",47,0.0425531914893617,"WK","Fpupiso"
"173","short-su",0,"T0000092",47,0,"WK","Fpupiso"
"174","short-sd",0,"T0000092",47,0,"WK","Fpupiso"
"175","short-ur",0,"T0000092",47,0,"WK","Fpupiso"
"176","short-dr",0,"T0000092",47,0,"WK","Fpupiso"
"177","short-c",0,"T0000092",47,0,"WK","Fpupiso"
"178","complex",0,"T0000092",47,0,"WK","Fpupiso"
"179","upward ramp",0,"T0000092",47,0,"WK","Fpupiso"
"180","downward ramp",0,"T0000092",47,0,"WK","Fpupiso"
"181","step up",2,"T0000092",47,0.0425531914893617,"WK","Fpupiso"
"182","step down",0,"T0000092",47,0,"WK","Fpupiso"
"183","multi-step",0,"T0000092",47,0,"WK","Fpupiso"
"184","multi-step-s",0,"T0000092",47,0,"WK","Fpupiso"
"185","trill",0,"T0000092",47,0,"WK","Fpupiso"
"186","trill-c",0,"T0000092",47,0,"WK","Fpupiso"
"187","trill-f",0,"T0000092",47,0,"WK","Fpupiso"
"188","inverted-U",0,"T0000092",47,0,"WK","Fpupiso"
"189","unclear",0,"T0000092",47,0,"WK","Fpupiso"
"190","flat",37,"T0000093",81,0.45679012345679,"WK","Mpupiso"
"191","flat-z",8,"T0000093",81,0.0987654320987654,"WK","Mpupiso"
"192","flat-mz",3,"T0000093",81,0.037037037037037,"WK","Mpupiso"
"193","short",19,"T0000093",81,0.234567901234568,"WK","Mpupiso"
"194","short-su",0,"T0000093",81,0,"WK","Mpupiso"
"195","short-sd",0,"T0000093",81,0,"WK","Mpupiso"
"196","short-ur",2,"T0000093",81,0.0246913580246914,"WK","Mpupiso"
"197","short-dr",0,"T0000093",81,0,"WK","Mpupiso"
"198","short-c",10,"T0000093",81,0.123456790123457,"WK","Mpupiso"
"199","complex",0,"T0000093",81,0,"WK","Mpupiso"
"200","upward ramp",0,"T0000093",81,0,"WK","Mpupiso"
"201","downward ramp",1,"T0000093",81,0.0123456790123457,"WK","Mpupiso"
"202","step up",1,"T0000093",81,0.0123456790123457,"WK","Mpupiso"
"203","step down",0,"T0000093",81,0,"WK","Mpupiso"
"204","multi-step",0,"T0000093",81,0,"WK","Mpupiso"
"205","multi-step-s",0,"T0000093",81,0,"WK","Mpupiso"
"206","trill",0,"T0000093",81,0,"WK","Mpupiso"
"207","trill-c",0,"T0000093",81,0,"WK","Mpupiso"
"208","trill-f",0,"T0000093",81,0,"WK","Mpupiso"
"209","inverted-U",0,"T0000093",81,0,"WK","Mpupiso"
"210","unclear",0,"T0000093",81,0,"WK","Mpupiso"
"211","flat",50,"T0000095",160,0.3125,"WK","PupsSep"
"212","flat-z",1,"T0000095",160,0.00625,"WK","PupsSep"
"213","flat-mz",0,"T0000095",160,0,"WK","PupsSep"
"214","short",60,"T0000095",160,0.375,"WK","PupsSep"
"215","short-su",1,"T0000095",160,0.00625,"WK","PupsSep"
"216","short-sd",2,"T0000095",160,0.0125,"WK","PupsSep"
"217","short-ur",0,"T0000095",160,0,"WK","PupsSep"
"218","short-dr",0,"T0000095",160,0,"WK","PupsSep"
"219","short-c",0,"T0000095",160,0,"WK","PupsSep"
"220","complex",1,"T0000095",160,0.00625,"WK","PupsSep"
"221","upward ramp",21,"T0000095",160,0.13125,"WK","PupsSep"
"222","downward ramp",0,"T0000095",160,0,"WK","PupsSep"
"223","step up",4,"T0000095",160,0.025,"WK","PupsSep"
"224","step down",4,"T0000095",160,0.025,"WK","PupsSep"
"225","multi-step",2,"T0000095",160,0.0125,"WK","PupsSep"
"226","multi-step-s",0,"T0000095",160,0,"WK","PupsSep"
"227","trill",1,"T0000095",160,0.00625,"WK","PupsSep"
"228","trill-c",0,"T0000095",160,0,"WK","PupsSep"
"229","trill-f",2,"T0000095",160,0.0125,"WK","PupsSep"
"230","inverted-U",5,"T0000095",160,0.03125,"WK","PupsSep"
"231","unclear",6,"T0000095",160,0.0375,"WK","PupsSep"
"232","flat",84,"T0000096",340,0.247058823529412,"WK","MBT"
"233","flat-z",50,"T0000096",340,0.147058823529412,"WK","MBT"
"234","flat-mz",2,"T0000096",340,0.00588235294117647,"WK","MBT"
"235","short",82,"T0000096",340,0.241176470588235,"WK","MBT"
"236","short-su",1,"T0000096",340,0.00294117647058824,"WK","MBT"
"237","short-sd",0,"T0000096",340,0,"WK","MBT"
"238","short-ur",1,"T0000096",340,0.00294117647058824,"WK","MBT"
"239","short-dr",0,"T0000096",340,0,"WK","MBT"
"240","short-c",5,"T0000096",340,0.0147058823529412,"WK","MBT"
"241","complex",13,"T0000096",340,0.0382352941176471,"WK","MBT"
"242","upward ramp",1,"T0000096",340,0.00294117647058824,"WK","MBT"
"243","downward ramp",22,"T0000096",340,0.0647058823529412,"WK","MBT"
"244","step up",2,"T0000096",340,0.00588235294117647,"WK","MBT"
"245","step down",2,"T0000096",340,0.00588235294117647,"WK","MBT"
"246","multi-step",0,"T0000096",340,0,"WK","MBT"
"247","multi-step-s",0,"T0000096",340,0,"WK","MBT"
"248","trill",61,"T0000096",340,0.179411764705882,"WK","MBT"
"249","trill-c",8,"T0000096",340,0.0235294117647059,"WK","MBT"
"250","trill-f",2,"T0000096",340,0.00588235294117647,"WK","MBT"
"251","inverted-U",0,"T0000096",340,0,"WK","MBT"
"252","unclear",4,"T0000096",340,0.0117647058823529,"WK","MBT"
"253","flat",257,"T0000097",389,0.660668380462725,"WK","Fpupiso"
"254","flat-z",17,"T0000097",389,0.0437017994858612,"WK","Fpupiso"
"255","flat-mz",16,"T0000097",389,0.0411311053984576,"WK","Fpupiso"
"256","short",69,"T0000097",389,0.177377892030848,"WK","Fpupiso"
"257","short-su",0,"T0000097",389,0,"WK","Fpupiso"
"258","short-sd",0,"T0000097",389,0,"WK","Fpupiso"
"259","short-ur",4,"T0000097",389,0.0102827763496144,"WK","Fpupiso"
"260","short-dr",2,"T0000097",389,0.0051413881748072,"WK","Fpupiso"
"261","short-c",14,"T0000097",389,0.0359897172236504,"WK","Fpupiso"
"262","complex",5,"T0000097",389,0.012853470437018,"WK","Fpupiso"
"263","upward ramp",1,"T0000097",389,0.0025706940874036,"WK","Fpupiso"
"264","downward ramp",3,"T0000097",389,0.0077120822622108,"WK","Fpupiso"
"265","step up",0,"T0000097",389,0,"WK","Fpupiso"
"266","step down",0,"T0000097",389,0,"WK","Fpupiso"
"267","multi-step",0,"T0000097",389,0,"WK","Fpupiso"
"268","multi-step-s",0,"T0000097",389,0,"WK","Fpupiso"
"269","trill",0,"T0000097",389,0,"WK","Fpupiso"
"270","trill-c",0,"T0000097",389,0,"WK","Fpupiso"
"271","trill-f",0,"T0000097",389,0,"WK","Fpupiso"
"272","inverted-U",0,"T0000097",389,0,"WK","Fpupiso"
"273","unclear",1,"T0000097",389,0.0025706940874036,"WK","Fpupiso"
"274","flat",267,"T0000098",477,0.559748427672956,"WK","Mpupiso"
"275","flat-z",142,"T0000098",477,0.29769392033543,"WK","Mpupiso"
"276","flat-mz",41,"T0000098",477,0.0859538784067086,"WK","Mpupiso"
"277","short",21,"T0000098",477,0.0440251572327044,"WK","Mpupiso"
"278","short-su",0,"T0000098",477,0,"WK","Mpupiso"
"279","short-sd",0,"T0000098",477,0,"WK","Mpupiso"
"280","short-ur",0,"T0000098",477,0,"WK","Mpupiso"
"281","short-dr",1,"T0000098",477,0.00209643605870021,"WK","Mpupiso"
"282","short-c",0,"T0000098",477,0,"WK","Mpupiso"
"283","complex",4,"T0000098",477,0.00838574423480084,"WK","Mpupiso"
"284","upward ramp",1,"T0000098",477,0.00209643605870021,"WK","Mpupiso"
"285","downward ramp",0,"T0000098",477,0,"WK","Mpupiso"
"286","step up",0,"T0000098",477,0,"WK","Mpupiso"
"287","step down",0,"T0000098",477,0,"WK","Mpupiso"
"288","multi-step",0,"T0000098",477,0,"WK","Mpupiso"
"289","multi-step-s",0,"T0000098",477,0,"WK","Mpupiso"
"290","trill",0,"T0000098",477,0,"WK","Mpupiso"
"291","trill-c",0,"T0000098",477,0,"WK","Mpupiso"
"292","trill-f",0,"T0000098",477,0,"WK","Mpupiso"
"293","inverted-U",0,"T0000098",477,0,"WK","Mpupiso"
"294","unclear",0,"T0000098",477,0,"WK","Mpupiso"
"295","flat",307,"T0000100",426,0.720657276995305,"SD","MA"
"296","flat-z",42,"T0000100",426,0.0985915492957746,"SD","MA"
"297","flat-mz",14,"T0000100",426,0.0328638497652582,"SD","MA"
"298","short",38,"T0000100",426,0.0892018779342723,"SD","MA"
"299","short-su",0,"T0000100",426,0,"SD","MA"
"300","short-sd",0,"T0000100",426,0,"SD","MA"
"301","short-ur",12,"T0000100",426,0.028169014084507,"SD","MA"
"302","short-dr",0,"T0000100",426,0,"SD","MA"
"303","short-c",2,"T0000100",426,0.00469483568075117,"SD","MA"
"304","complex",2,"T0000100",426,0.00469483568075117,"SD","MA"
"305","upward ramp",2,"T0000100",426,0.00469483568075117,"SD","MA"
"306","downward ramp",2,"T0000100",426,0.00469483568075117,"SD","MA"
"307","step up",0,"T0000100",426,0,"SD","MA"
"308","step down",1,"T0000100",426,0.00234741784037559,"SD","MA"
"309","multi-step",0,"T0000100",426,0,"SD","MA"
"310","multi-step-s",0,"T0000100",426,0,"SD","MA"
"311","trill",0,"T0000100",426,0,"SD","MA"
"312","trill-c",0,"T0000100",426,0,"SD","MA"
"313","trill-f",0,"T0000100",426,0,"SD","MA"
"314","inverted-U",0,"T0000100",426,0,"SD","MA"
"315","unclear",4,"T0000100",426,0.00938967136150235,"SD","MA"
"316","flat",33,"T0000102",65,0.507692307692308,"SD","MA"
"317","flat-z",1,"T0000102",65,0.0153846153846154,"SD","MA"
"318","flat-mz",0,"T0000102",65,0,"SD","MA"
"319","short",21,"T0000102",65,0.323076923076923,"SD","MA"
"320","short-su",0,"T0000102",65,0,"SD","MA"
"321","short-sd",0,"T0000102",65,0,"SD","MA"
"322","short-ur",0,"T0000102",65,0,"SD","MA"
"323","short-dr",1,"T0000102",65,0.0153846153846154,"SD","MA"
"324","short-c",5,"T0000102",65,0.0769230769230769,"SD","MA"
"325","complex",1,"T0000102",65,0.0153846153846154,"SD","MA"
"326","upward ramp",0,"T0000102",65,0,"SD","MA"
"327","downward ramp",1,"T0000102",65,0.0153846153846154,"SD","MA"
"328","step up",1,"T0000102",65,0.0153846153846154,"SD","MA"
"329","step down",0,"T0000102",65,0,"SD","MA"
"330","multi-step",0,"T0000102",65,0,"SD","MA"
"331","multi-step-s",0,"T0000102",65,0,"SD","MA"
"332","trill",0,"T0000102",65,0,"SD","MA"
"333","trill-c",0,"T0000102",65,0,"SD","MA"
"334","trill-f",0,"T0000102",65,0,"SD","MA"
"335","inverted-U",0,"T0000102",65,0,"SD","MA"
